,cost,description,animal,property
8888,1092.0,parrot entangled in telephone wires,bird,cables 
8889,364.0,injured cat stuck on first floor roof,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8890,364.0,bird stuck in chimney,bird,house - single occupancy 
8891,364.0,cat up tree,cat,house - single occupancy 
8892,364.0,cat stuck in fence,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8893,364.0,pigeon trapped under railing   near bp petrol garage - caller will meet crews,bird,petrol station 
8894,364.0,cat stuck in panel between floor and wall,cat,converted flat/maisonettes - 3 or more storeys
8895,364.0,cat trapped behind water tank,cat,house - single occupancy 
8896,728.0,cat stuck behind grill of car,cat,car 
8897,364.0,pidgeon traped on upper corner of roof  caller will make themselves known to brigade in carpark and ,bird,house - single occupancy 
8898,364.0,cat trapped in engine compartment of van,cat,van 
8899,364.0,cat trapped in shute in basement,cat,doctors surgery
8900,364.0,pigeons trapped in netting above shops - call came from rspca,bird,single shop 
8901,364.0,cat trapped in metal wire,cat,converted flat/maisonette - up to 2 storeys 
8902,364.0,fox with leg trapped in fence - call from rspca,fox,house - single occupancy 
8903,364.0,squirrel trapped in wall,squirrel,purpose built flats/maisonettes - up to 3 storeys 
8904,364.0,squirrel  trapped in bathroom  wall,squirrel,purpose built flats/maisonettes - up to 3 storeys 
8905,364.0,cat in precarious position on chimney,cat,purpose built flats/maisonettes - up to 3 storeys 
8906,364.0,redacted,bird,bridge
8907,364.0,dog trapped in sewer grating,dog,cycle path/public footpath/bridleway 
8908,364.0,pigeon stuck in vent,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8909,364.0,small animal rescue - cat trapped in between walls within loft conversion,cat,house - single occupancy 
8910,364.0,small animal rescue  dog trapped believed injured - trapped by fence,dog,fence
8911,364.0,injured cat stuck in tree,cat,roadside vegetation 
8912,364.0,dog locked in gated development area - owner is outside and unable to gain access to get them out,dog,outdoor storage 
8913,364.0,cat in tree - rspca requesting,cat,house - single occupancy 
8914,364.0,rspca - pigeon trapped in netting - above billboard,bird,other outdoor structures 
8915,364.0,cat fallen down hole - caller will guide you,cat,animal harm outdoors
8916,728.0,dog with head stuck in railings    victoria embankment jo bridge street,dog,railings
8917,364.0,cat stuck under floorboards,cat,converted flat/maisonette - up to 2 storeys 
8918,728.0,redacted,cat,domestic garden (vegetation not equipment) 
8919,364.0,cat trapped in next door gated yard - caller will meet you outside,cat,animal harm outdoors
8920,364.0,kitten up tree - owner on scene   rspca unable to make an attendance,cat,domestic garden (vegetation not equipment) 
8921,364.0,deer trapped in railings - caller will meet you,deer,animal harm outdoors
8922,364.0,crow trapped in hall   london wildlife protection in attendance,bird,secondary school
8923,364.0,cat trapped in fence,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8924,364.0,kitten stuck behind cooker,cat,purpose built flats/maisonettes - up to 3 storeys 
8925,364.0,cat trapped on roof of construction site at rear - caller will meet you,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8926,364.0,cat trapped at rear of construction site - caller will make themselves known,cat,other building/use not known 
8927,364.0,bird trapped in netting   located near roundabout  london wildlife protection in attendance   will m,bird,bridge
8928,364.0,fox trapped in football netting       on the school playing field paralell with overstone gardens wh,fox,playground/recreation area (not equipment)
8929,364.0,fox stuck in gate,fox,house - single occupancy 
8930,364.0,kitten stuck in tree unsure if injured,cat,tree scrub 
8931,364.0,small animal rescue- cat locked in room,cat,converted flat/maisonettes - 3 or more storeys
8932,364.0,pigeons stuck in netting under the bridge,bird,bridge
8933,364.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8934,364.0,redacted,bird,lake/pond/reservoir 
8935,728.0,redacted,cat,house - single occupancy 
8936,364.0,cat trapped in fireplace,cat,house - single occupancy 
8937,364.0,redacted,cat,converted flat/maisonette - up to 2 storeys 
8938,364.0,cat trapped in recliner chair mechanism,cat,house - single occupancy 
8939,364.0,assist rspca with injured cat trapped on balcony,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8940,364.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8941,364.0,kitten stuck on roof,cat,purpose built flats/maisonettes - up to 3 storeys 
8942,364.0,redacted,cat,domestic garden (vegetation not equipment) 
8943,364.0,cat stuck up tree,cat,domestic garden (vegetation not equipment) 
8944,364.0,kitten trapped in door by leg,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8945,364.0,redacted,cat,purpose built flats/maisonettes - 10 or more storeys 
8946,364.0,fox with head trapped in football netting - in sports ground but access via this address,fox,park 
8947,364.0,fox trapped in gate,fox,railings
8948,364.0,cat stuck up tree - call from rspca,cat,tree scrub 
8949,364.0,cat trapped on top of chimney,cat,converted flat/maisonette - up to 2 storeys 
8950,364.0,cat fallen onto shed roof from fourth floor,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8951,364.0,cat trapped under van,cat,van 
8952,364.0,cat trapped behind wardrobe,cat,house - single occupancy 
8953,364.0,assist mop with injured pidgeon on roof of house,bird,house - single occupancy 
8954,364.0,deer with head trapped in railings - reported by mop to rspca caller has now left area,deer,fence
8955,364.0,cat stuck on second floor window ledge - possibly injured,cat,purpose built flats/maisonettes - up to 3 storeys 
8956,364.0,pigeon trangled in netting - request by rspca,bird,railway 
8957,364.0,pigeon trapped in netting    london wildlife protection officer in attendance,bird,road surface/pavement 
8958,364.0,cat fallen and trapped in chimney,cat,house - single occupancy 
8959,364.0,cat trapped on second floor balcony         the block adjacant to gardeners road - caller will meet ,cat,purpose built flats/maisonettes - up to 3 storeys 
8960,364.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8961,728.0,cat trapped in car engine,cat,car 
8962,364.0,cat on roof  extremely distressed        owner is elderly   caller will meet brigade,cat,house - single occupancy 
8963,364.0,cat  stuck on roof,cat,house - single occupancy 
8964,364.0,redacted,bird,purpose built flats/maisonettes - 10 or more storeys 
8965,364.0,hedgehog trapped in mechanism of recliner chair,hedgehog,purpose built flats/maisonettes - 4 to 9 storeys 
8966,364.0,cat stuck in tree,cat,domestic garden (vegetation not equipment) 
8967,364.0,cat stuck behind wash machine  - having a seizure,cat,house - single occupancy 
8968,364.0,dog trapped behind metal gate,dog,purpose built flats/maisonettes - 10 or more storeys 
8969,364.0,small animal rescue,unknown - domestic animal or pet,converted flat/maisonette - up to 2 storeys 
8970,364.0,redacted,cat,house - single occupancy 
8971,364.0,pigeon trapped in netting on first floor roof,bird,house - single occupancy 
8972,364.0,hour old kittens stuck underneath cooker in kitchen cupboard,cat,house - single occupancy 
8973,364.0,cat stuck on roof,cat,house - single occupancy 
8974,364.0,cat stuck on roof,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8975,1092.0,redacted,horse,animal harm outdoors
8976,364.0,dog trapped in fox hole   access via berrylands entrance  caller will make themselves known at entra,dog,playground/recreation area (not equipment)
8978,364.0,cat stuck up chimney,cat,house - single occupancy 
8979,728.0,bird trapped on tv aerial on two storey building  - leave with mop if injured   rspca aware   ** aer,bird,other outdoor structures 
8980,3276.0,water rescue incident - level two water operations attendance requested from scene  assist member of,dog,lake/pond/reservoir 
8981,364.0,in park hill park   - squirrel trapped in fences -,squirrel,park 
8982,728.0,recently injured cat stuck in tree,cat,house - single occupancy 
8983,364.0,kitten injured possibly trapped at rear,cat,domestic garden (vegetation not equipment) 
8984,364.0,cat stuck behind wall inside property,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8985,364.0,cat fallen and trapped in basement,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8986,364.0,cat trapped under a shed,cat,other outdoor structures 
8987,364.0,redacted,cat,house - single occupancy 
8988,364.0,cat trapped and possibly injured on roof,cat,house - single occupancy 
8989,364.0,kitten trapped in washing machine,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8990,364.0,bird trapped in netting - london wildlife protection rep in attendance,bird,converted flat/maisonettes - 3 or more storeys
8991,364.0,dog locked in car,dog,car 
8992,364.0,kitten stuck in tree -  everything has been attemtpted to get down and now concerned neighbour may t,cat,tree scrub 
8993,364.0,dog stuck in railings outside,dog,fence
8994,364.0,cat trapped behind wall,cat,purpose built flats/maisonettes - up to 3 storeys 
8995,364.0,kitten on roof,cat,house - single occupancy 
8996,364.0,cat stuck in brambles,cat,canal/riverbank vegetation 
8997,728.0,cat stuck between walls - fru requested from scene,cat,house - single occupancy 
8998,364.0,redacted,cat,domestic garden (vegetation not equipment) 
8999,364.0,dog trapped in fence   - owner on scene,dog,infant/primary school
9000,1092.0,horse stuck in canal run off - water operations level one implemented j/o  meridian way  near hollan,horse,river/canal 
9001,364.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
9002,364.0,cat trapped inside fencing,cat,domestic garden (vegetation not equipment) 
9003,364.0,cat trapped in wall,cat,converted flat/maisonette - up to 2 storeys 
9004,728.0,redacted,cat,converted flat/maisonette - up to 2 storeys 
9005,364.0,cat stuck between house & garage wall possibly injured,cat,converted flat/maisonette - up to 2 storeys 
9006,364.0,pidgeon trapped with leg in window    police on scene,bird,converted flat/maisonettes - 3 or more storeys
9007,364.0,horse stuck in ditch,horse,animal harm outdoors
9008,364.0,kitten stuck in tree,cat,domestic garden (vegetation not equipment) 
9009,364.0,cat stuck in basement level front garden - owner is there but cant get access,cat,converted flat/maisonettes - 3 or more storeys
9010,364.0,dog trapped underneath van,dog,van 
9011,364.0,dog trapped between shed and fence,dog,house - single occupancy 
9012,364.0,cat in tree - near red post box,cat,tree scrub 
9013,364.0,fox trapped in basement  caller will meet you outside building (on a bench),fox,purpose built flats/maisonettes - 4 to 9 storeys 
9014,364.0,small animal rescue  squirrel trapped in air vent  in bedroom,squirrel,converted flat/maisonettes - 3 or more storeys
9015,728.0,redacted,cat,house - single occupancy 
9016,364.0,fawn trapped in gate on the upper path  in foxleyy wood,fox,heathland 
9017,364.0,redacted,cat,private garage 
9018,728.0,cat stuck on roof,cat,house - single occupancy 
9019,364.0,cat stuck in grate between ground floor and basement  - injured,cat,art gallery 
9020,1820.0,redacted,cat,river/canal 
9021,364.0,small animal rescue  fox trapped in fence,fox,house - single occupancy 
9022,364.0,redacted,cat,house - single occupancy 
9023,364.0,kitten stuck in chimney,cat,other private non-residential building 
9024,364.0,cat stuck up tree,cat,house - single occupancy 
9025,364.0,pigeon trapped in netting at roof level,bird,house - single occupancy 
9026,364.0,kitten trapped between pipe and wall,cat,house - single occupancy 
9027,728.0,redacted,cat,private summer house 
9028,1092.0,owl caught in netting in the old derelict building caller will meet,bird,other residential home 
9029,1456.0,dog stuck between wall and building in rear garden,dog,private garden shed 
9030,364.0,cat stuck in tree - rspca unable to assist,cat,domestic garden (vegetation not equipment) 
9031,364.0,cat trapped between a wall & a fence,cat,house - single occupancy 
9032,364.0,kitten stuck in undergrowth      rvp with owner outside location,cat,domestic garden (vegetation not equipment) 
9033,364.0,kitten  trapped  behind  scaffolding          caller  will  meet brigade     at  front of vikckers h,cat,purpose built flats/maisonettes - 4 to 9 storeys 
9034,364.0,redacted,cat,purpose built flats/maisonettes - 10 or more storeys 
9035,364.0,pigeon stuck between wardrobe and wall,bird,house - single occupancy 
9036,364.0,kitten trapped behind scaffolding,cat,purpose built flats/maisonettes - 4 to 9 storeys 
9037,364.0,bird is stuck between wall and soffit at roof level,bird,house - single occupancy 
9038,728.0,cat trapped under floorboards,cat,house - single occupancy 
9039,364.0,dog stuck behind fencing at warehouses  caller in park located at rear of stanborough road,dog,park 
9040,364.0,unknown small animal trapped in cupboard,unknown - wild animal,converted flat/maisonette - up to 2 storeys 
9041,364.0,cat stuck under cupboard   flat b,cat,converted flat/maisonette - up to 2 storeys 
